timestep,demand_th,demand_el,pv,wind,temperature
5040,0.019852387,40195,0.00E+000,2.66E-002,19.4
5041,0.0178752329,38255,0.00E+000,2.67E-002,19.3
5042,0.0173830181,36977,0.00E+000,1.68E-001,19.0
5043,0.0187763551,36414,0.00E+000,7.46E-002,18.3
5044,0.0239278112,36204,0.00E+000,2.68E-002,18.2
5045,0.029333758,35629,7.92E-004,4.50E-003,18.1
5046,0.0369863178,35596,7.16E-002,4.49E-003,18.1
5047,0.0378360486,37500,2.24E-001,7.45E-002,18.1
5048,0.0364843478,40368,3.91E-001,7.42E-002,18.1
5049,0.0346466032,42732,5.27E-001,7.39E-002,18.5
5050,0.0316077854,44950,1.90E-001,7.41E-002,17.6
5051,0.0294490141,47049,3.75E-001,7.39E-002,18.1
5052,0.0253907995,46163,7.13E-001,2.96E-001,18.0
5053,0.0240509034,44488,5.61E-001,2.96E-001,19.3
5054,0.0223883813,43214,4.00E-001,1.66E-001,21.0
5055,0.0229174949,42811,3.82E-001,4.63E-001,22.0
5056,0.0233802063,42784,4.36E-001,1.66E-001,20.7
5057,0.0263173432,43813,2.77E-001,1.66E-001,20.6
5058,0.0279773135,45200,1.29E-001,7.38E-002,18.2
5059,0.0303716725,45938,6.98E-002,1.67E-001,19.8
5060,0.0299158702,45678,1.84E-002,4.48E-003,18.8
5061,0.0273223764,46705,0.00E+000,4.50E-003,18.0
5062,0.0227492796,46798,0.00E+000,4.51E-003,17.2
5063,0.0200432584,43771,0.00E+000,1.31E-004,16.5
5064,0.0188118528,40969,0.00E+000,0.00E+000,16.1
5065,0.0215914107,39171,0.00E+000,1.31E-004,15.4
5066,0.0164800875,38366,0.00E+000,4.54E-003,15.0
5067,0.0207049023,38570,0.00E+000,4.54E-003,15.0
5068,0.0210207931,39709,0.00E+000,2.71E-002,14.4
5069,0.0228576001,42668,0.00E+000,1.32E-004,14.3
5070,0.0310279328,49625,1.41E-002,4.55E-003,15.2
5071,0.0280785774,56383,1.41E-001,4.55E-003,15.6
5072,0.0304573675,60105,3.98E-001,1.31E-004,16.6
5073,0.0304811128,61293,5.73E-001,2.68E-002,17.5
5074,0.0299594062,63032,7.21E-001,2.67E-002,18.4
5075,0.0274674225,64429,6.24E-001,2.67E-002,19.1
5076,0.025588691,63787,9.27E-001,1.67E-001,18.1
5077,0.024612261,62906,7.68E-001,1.67E-001,17.4
5078,0.0232448473,61715,7.50E-001,1.66E-001,17.5
5079,0.0235317757,60672,5.33E-001,7.34E-002,16.7
5080,0.0230334929,59431,3.31E-001,7.36E-002,15.3
5081,0.0248142749,58877,2.13E-001,2.97E-001,15.3
5082,0.0274178106,58182,9.91E-002,1.67E-001,15.3
5083,0.0292101747,57056,4.40E-002,7.42E-002,15.1
5084,0.0295304655,54688,6.62E-003,1.69E-001,15.1
5085,0.0278573924,54000,0.00E+000,1.70E-001,15.2
5086,0.0271604344,51742,0.00E+000,1.70E-001,14.8
5087,0.0219212822,47231,0.00E+000,1.71E-001,14.7
5088,0.0209793903,43631,0.00E+000,1.71E-001,14.7
5089,0.0178752329,41828,0.00E+000,7.60E-002,14.8
5090,0.0173830181,40862,0.00E+000,1.72E-001,14.4
5091,0.0187763551,40786,0.00E+000,2.74E-002,14.2
5092,0.0239278112,41719,0.00E+000,7.60E-002,14.1
5093,0.029333758,44436,7.79E-004,3.06E-001,14.5
5094,0.0369863178,50987,3.86E-002,7.61E-002,14.7
5095,0.0378360486,57322,2.11E-001,3.06E-001,14.6
5096,0.0364843478,60671,3.12E-001,3.06E-001,14.9
5097,0.0346466032,61912,3.89E-001,1.72E-001,15.4
5098,0.0316077854,63268,7.47E-001,1.71E-001,15.8
5099,0.0294490141,64983,9.72E-001,3.03E-001,15.7
5100,0.0253907995,64034,8.20E-001,3.04E-001,16.5
5101,0.0240509034,63146,7.00E-001,1.70E-001,16.6
5102,0.0223883813,61846,7.11E-001,3.02E-001,16.8
5103,0.0229174949,60670,5.05E-001,1.70E-001,16.6
5104,0.0233802063,59379,4.54E-001,7.48E-002,17.2
5105,0.0263173432,58704,2.45E-001,7.49E-002,16.8
5106,0.0279773135,58440,5.37E-002,1.70E-001,16.4
5107,0.0303716725,57228,3.37E-002,2.72E-002,16.1
5108,0.0299158702,55088,6.76E-003,4.58E-003,16.1
5109,0.0273223764,54112,0.00E+000,4.60E-003,15.6
5110,0.0227492796,51494,0.00E+000,4.63E-003,15.5
5111,0.0200432584,46699,0.00E+000,2.77E-002,15.4
5112,0.0188118528,43514,0.00E+000,4.65E-003,15.2
5113,0.0178752329,41748,0.00E+000,4.66E-003,15.2
5114,0.0173830181,40858,0.00E+000,4.66E-003,15.1
5115,0.0187763551,40809,0.00E+000,4.67E-003,15.1
5116,0.0239278112,41898,0.00E+000,1.35E-004,14.6
5117,0.029333758,44599,7.44E-003,1.35E-004,14.5
5118,0.0369863178,50973,9.92E-002,4.67E-003,14.6
5119,0.0378360486,56793,1.49E-001,0.00E+000,14.5
5120,0.0364843478,60100,3.59E-001,1.33E-004,14.9
5121,0.0346466032,61459,4.98E-001,1.32E-004,14.7
5122,0.0316077854,62759,7.44E-001,1.32E-004,14.6
5123,0.0294490141,64615,8.66E-001,4.53E-003,15.0
5124,0.0253907995,63519,9.16E-001,4.52E-003,16.2
5125,0.0240509034,62165,8.49E-001,4.51E-003,16.0
5126,0.0223883813,60743,6.29E-001,7.46E-002,16.0
5127,0.0229174949,59628,3.72E-001,1.31E-004,16.8
5128,0.0233802063,58364,4.26E-001,1.30E-004,16.8
5129,0.0263173432,58116,2.08E-001,4.51E-003,16.8
5130,0.0279773135,57628,1.11E-001,4.53E-003,16.8
5131,0.0303716725,56360,5.31E-002,4.54E-003,16.9
5132,0.0299158702,54041,6.70E-003,4.55E-003,16.5
5133,0.0273223764,53699,0.00E+000,4.56E-003,15.9
5134,0.0227492796,51104,0.00E+000,1.32E-004,15.5
5135,0.0200432584,46517,0.00E+000,1.32E-004,15.1
5136,0.0188118528,43258,0.00E+000,0.00E+000,14.8
5137,0.0188639601,41214,0.00E+000,4.58E-003,14.1
5138,0.0183445196,40349,0.00E+000,1.33E-004,13.4
5139,0.0198149259,40461,0.00E+000,1.33E-004,13.3
5140,0.0252513229,41221,0.00E+000,4.59E-003,13.0
5141,0.0309562871,44246,2.48E-003,1.33E-004,12.4
5142,0.0390321306,50351,1.41E-002,4.59E-003,11.7
5143,0.0399288623,56360,2.10E-002,4.58E-003,12.2
5144,0.0385023953,59858,4.52E-002,0.00E+000,14.7
5145,0.0365630002,60884,4.54E-002,0.00E+000,16.5
5146,0.0333560971,62659,5.89E-002,0.00E+000,18.0
5147,0.0310779183,64221,9.05E-002,0.00E+000,18.7
5148,0.026795233,63119,8.98E-002,1.32E-004,19.0
5149,0.0253812236,61852,7.18E-002,4.57E-003,20.0
5150,0.023626743,60684,5.04E-002,4.58E-003,20.3
5151,0.0241851233,59649,4.63E-002,1.32E-004,19.9
5152,0.0246734285,58263,3.89E-002,4.58E-003,16.6
5153,0.0277730264,57969,4.05E-002,1.33E-004,16.7
5154,0.0295248141,57528,2.98E-002,0.00E+000,16.3
5155,0.0320516114,56327,1.57E-002,1.33E-004,16.5
5156,0.0315705975,54118,5.04E-003,2.17E-003,16.7
5157,0.0288336506,53564,0.00E+000,5.73E-003,15.8
5158,0.0240076035,50739,0.00E+000,1.04E-002,14.7
5159,0.021151905,45943,0.00E+000,1.74E-002,14.8
5160,0.019852387,42731,0.00E+000,2.03E-002,14.5
5161,0.0188639601,40993,0.00E+000,3.13E-002,14.4
5162,0.0183445196,39854,0.00E+000,3.58E-002,14.4
5163,0.0198149259,39944,0.00E+000,3.58E-002,14.1
5164,0.0252513229,40976,0.00E+000,2.72E-002,13.7
5165,0.0309562871,44004,6.62E-003,2.02E-002,13.6
5166,0.0390321306,49598,4.13E-002,2.73E-002,14.2
5167,0.0399288623,55807,1.38E-001,1.32E-004,15.0
5168,0.0385023953,59615,3.36E-001,4.53E-003,16.0
5169,0.0365630002,60895,3.36E-001,4.51E-003,17.2
5170,0.0333560971,62376,2.27E-001,1.30E-004,15.0
5171,0.0310779183,63809,2.97E-001,2.68E-002,17.4
5172,0.026795233,62458,3.92E-001,2.67E-002,15.6
5173,0.0253812236,60392,4.15E-001,2.67E-002,17.4
5174,0.023626743,58846,3.81E-001,1.67E-001,17.4
5175,0.0241851233,57616,2.50E-001,2.66E-002,18.1
5176,0.0246734285,57026,1.03E-001,2.67E-002,17.4
5177,0.0277730264,56961,7.61E-002,7.43E-002,17.8
5178,0.0295248141,56353,4.13E-002,4.57E-003,18.0
5179,0.0320516114,55057,4.41E-002,7.59E-002,17.3
5180,0.0315705975,52775,9.26E-003,7.61E-002,16.3
5181,0.0288336506,51659,0.00E+000,7.63E-002,15.2
5182,0.0240076035,49100,0.00E+000,7.64E-002,14.7
5183,0.021151905,45118,0.00E+000,1.73E-001,14.4
5184,0.019852387,42128,0.00E+000,1.73E-001,14.7
5185,0.0188639601,40278,0.00E+000,7.66E-002,14.5
5186,0.0183445196,38987,0.00E+000,2.75E-002,14.7
5187,0.0198149259,38605,0.00E+000,2.76E-002,13.4
5188,0.0252513229,38671,0.00E+000,2.76E-002,12.8
5189,0.0309562871,39156,2.48E-003,4.62E-003,12.6
5190,0.0390321306,41035,3.47E-002,2.76E-002,13.1
5191,0.0399288623,44408,1.37E-001,4.61E-003,14.1
5192,0.0385023953,47846,2.54E-001,4.58E-003,14.4
5193,0.0365630002,50725,3.54E-001,4.56E-003,14.0
5194,0.0333560971,52234,8.03E-001,2.70E-002,14.7
5195,0.0310779183,53528,8.74E-001,2.68E-002,15.3
5196,0.026795233,52317,5.34E-001,7.46E-002,16.1
5197,0.0253812236,50128,7.10E-001,7.46E-002,17.4
5198,0.023626743,48443,4.28E-001,2.98E-001,19.2
5199,0.0241851233,47845,2.51E-001,4.71E-001,18.6
5200,0.0246734285,47219,1.94E-001,2.72E-002,15.9
5201,0.0277730264,47948,1.50E-001,1.31E-004,16.0
5202,0.0295248141,48410,1.14E-001,2.70E-002,15.2
5203,0.0320516114,47530,3.67E-002,7.55E-002,15.2
5204,0.0315705975,45843,9.10E-003,7.61E-002,15.3
5205,0.0288336506,45650,0.00E+000,1.73E-001,15.5
5206,0.0240076035,44470,0.00E+000,3.08E-001,15.7
5207,0.021151905,41148,0.00E+000,1.73E-001,16.5
5208,0.019852387,38430,0.00E+000,3.09E-001,17.3
5209,0.0237221859,36669,0.00E+000,1.74E-001,18.3
5210,0.0230689686,35478,0.00E+000,7.69E-002,18.8
5211,0.0249180634,34663,0.00E+000,7.70E-002,19.0
5212,0.0317545505,34340,0.00E+000,7.72E-002,18.8
5213,0.0389287717,34349,1.16E-002,7.73E-002,18.8
5214,0.0490844685,34682,8.32E-002,7.72E-002,18.4
5215,0.0502121446,36636,1.66E-001,2.76E-002,18.8
5216,0.0484183051,40036,3.04E-001,4.60E-003,19.8
5217,0.045979438,42811,5.25E-001,4.56E-003,22.5
5218,0.041946629,45173,6.75E-001,2.70E-002,25.1
5219,0.0390817278,47732,7.11E-001,4.50E-003,26.5
5220,0.0336960794,46600,2.18E-001,2.69E-002,24.1
5221,0.0319179058,44570,1.12E-001,2.70E-002,24.3
5222,0.0297115762,43304,1.54E-001,2.69E-002,25.4
5223,0.0304137618,42500,2.67E-001,2.68E-002,24.8
5224,0.0310278251,42600,1.47E-001,4.49E-003,24.9
5225,0.0349256937,43646,1.17E-001,2.72E-002,23.2
5226,0.037128637,44961,8.52E-002,7.53E-002,22.5
5227,0.0403061859,45252,3.89E-002,7.54E-002,20.7
5228,0.0397012916,44944,6.62E-003,7.55E-002,19.5
5229,0.0362594712,45888,0.00E+000,7.56E-002,18.8
5230,0.0301905236,45547,0.00E+000,1.71E-001,18.7
5231,0.0265993682,42119,0.00E+000,7.55E-002,18.1
5232,0.0249651723,39281,0.00E+000,1.71E-001,18.0
5233,0.0217338438,37354,0.00E+000,7.55E-002,17.7
5234,0.0211353779,36916,0.00E+000,1.71E-001,17.7
5235,0.0228294855,36722,0.00E+000,1.71E-001,17.5
5236,0.0290929532,37834,0.00E+000,1.71E-001,17.4
5237,0.0356658468,41208,4.96E-003,7.54E-002,17.4
5238,0.0449703151,48592,1.57E-002,1.71E-001,17.6
5239,0.0460034719,55069,3.64E-002,1.70E-001,17.5
5240,0.0443599881,59192,5.95E-002,1.70E-001,17.6
5241,0.0421255416,60616,2.98E-001,7.49E-002,18.1
5242,0.0384307538,62189,4.59E-001,2.99E-001,18.1
5243,0.0358059824,64101,6.02E-001,3.01E-001,18.3
5244,0.0308717473,63063,6.26E-001,3.00E-001,18.5
5245,0.0292426164,62105,4.87E-001,5.97E-001,18.5
5246,0.0272212165,61081,5.49E-001,2.99E-001,18.0
5247,0.0278645465,59990,5.03E-001,4.67E-001,18.9
5248,0.0284271403,58593,3.97E-001,2.97E-001,18.8
5249,0.031998298,58210,2.28E-001,2.97E-001,17.6
5250,0.0340165954,57689,4.63E-002,4.47E-003,17.8
5251,0.0369278091,56286,1.82E-002,4.48E-003,17.7
5252,0.0363736157,54087,4.96E-003,2.69E-002,17.3
5253,0.0332202812,53981,0.00E+000,2.70E-002,17.1
5254,0.0276600196,51162,0.00E+000,7.54E-002,16.8
5255,0.0243698671,46056,0.00E+000,4.55E-003,16.6
5256,0.0228726458,42856,0.00E+000,7.57E-002,16.1
5257,0.0188639601,41205,0.00E+000,7.57E-002,16.1
5258,0.0183445196,40153,0.00E+000,7.57E-002,16.3
5259,0.0198149259,40250,0.00E+000,7.58E-002,16.1
5260,0.0252513229,41205,0.00E+000,1.71E-001,15.6
5261,0.0309562871,44243,6.62E-003,7.56E-002,14.7
5262,0.0390321306,50343,2.07E-002,2.71E-002,13.2
5263,0.0399288623,56260,5.29E-002,7.53E-002,14.4
5264,0.0385023953,59834,8.93E-002,7.50E-002,16.0
5265,0.0365630002,60741,1.15E-001,1.69E-001,17.4
5266,0.0333560971,62517,3.92E-001,1.68E-001,18.9
5267,0.0310779183,64610,4.66E-001,1.67E-001,20.3
5268,0.026795233,63604,8.37E-001,4.63E-001,20.5
5269,0.0253812236,62260,7.55E-001,7.13E-001,21.0
5270,0.023626743,61160,5.12E-001,2.96E-001,21.2
5271,0.0241851233,59906,5.04E-001,1.66E-001,21.0
5272,0.0246734285,58318,3.54E-001,7.33E-002,20.6
5273,0.0277730264,58193,2.29E-001,2.95E-001,20.6
5274,0.0295248141,57770,5.58E-002,4.63E-001,20.3
5275,0.0320516114,56543,3.74E-002,1.67E-001,19.7
5276,0.0315705975,54444,4.96E-003,7.44E-002,19.0
5277,0.0288336506,54426,0.00E+000,1.69E-001,18.7
5278,0.0240076035,50783,0.00E+000,1.70E-001,18.0
5279,0.021151905,45899,0.00E+000,2.70E-002,16.8
5280,0.019852387,42529,0.00E+000,7.55E-002,16.1
5281,0.0188639601,40848,0.00E+000,1.71E-001,15.5
5282,0.0183445196,40110,0.00E+000,1.71E-001,14.8
5283,0.0198149259,40278,0.00E+000,1.71E-001,14.4
5284,0.0252513229,41375,0.00E+000,3.06E-001,14.2
5285,0.0309562871,44312,4.96E-003,1.72E-001,13.7
5286,0.0390321306,50704,6.10E-002,2.74E-002,13.6
5287,0.0399288623,56585,2.16E-001,2.73E-002,15.2
5288,0.0385023953,59788,3.89E-001,2.70E-002,16.5
5289,0.0365630002,60571,5.48E-001,7.48E-002,18.5
5290,0.0333560971,62046,6.17E-001,1.69E-001,18.6
5291,0.0310779183,63972,4.37E-001,7.45E-002,19.6
5292,0.026795233,62937,6.64E-001,2.98E-001,20.3
5293,0.0253812236,61956,3.51E-001,2.66E-002,21.5
5294,0.023626743,60699,2.35E-001,2.66E-002,21.7
5295,0.0241851233,59547,1.53E-001,1.71E-001,22.0
5296,0.0246734285,57910,2.24E-001,0.00E+000,22.1
5297,0.0277730264,57787,1.73E-001,4.50E-003,22.7
5298,0.0295248141,57783,7.41E-002,2.68E-002,21.6
5299,0.0320516114,56622,5.43E-002,2.69E-002,20.4
5300,0.0315705975,55176,2.55E-003,2.71E-002,19.2
5301,0.0288336506,54396,0.00E+000,2.72E-002,17.9
5302,0.0240076035,50885,0.00E+000,7.59E-002,17.2
5303,0.021151905,46186,0.00E+000,2.73E-002,16.5
5304,0.019852387,42998,0.00E+000,4.59E-003,15.9
5305,0.0240625018,41037,0.00E+000,7.64E-002,14.7
5306,0.0240467667,40001,0.00E+000,2.74E-002,14.1
5307,0.0274970652,39992,0.00E+000,2.74E-002,13.9
5308,0.0356875865,40996,0.00E+000,7.62E-002,14.0
5309,0.0481672666,43847,2.48E-003,7.63E-002,13.5
5310,0.0611744559,50549,2.73E-002,2.74E-002,13.4
5311,0.0580769781,56827,9.28E-002,2.74E-002,13.8
5312,0.0519344357,60376,2.90E-001,7.59E-002,15.6
5313,0.0481822234,61480,5.56E-001,7.54E-002,17.1
5314,0.0436197691,62940,7.42E-001,7.51E-002,18.3
5315,0.0405169919,64867,7.40E-001,3.02E-001,18.7
5316,0.0355550679,63898,6.99E-001,3.01E-001,18.5
5317,0.0333952187,62796,6.30E-001,1.69E-001,18.5
5318,0.0314009052,61365,5.36E-001,1.69E-001,19.8
5319,0.0309176479,60268,6.03E-001,3.01E-001,21.1
5320,0.0330405148,58469,2.94E-001,1.69E-001,20.9
5321,0.0387631673,58706,1.72E-001,1.70E-001,21.2
5322,0.0432233282,58651,5.54E-002,4.77E-001,21.1
5323,0.0480774365,57465,3.65E-002,4.80E-001,20.3
5324,0.0469921706,55546,4.96E-003,3.08E-001,19.5
5325,0.041201872,54507,0.00E+000,7.65E-002,18.4
5326,0.0325923205,50840,0.00E+000,1.74E-001,18.0
5327,0.0271900286,46041,0.00E+000,7.71E-002,17.6
5328,0.0251741629,42760,0.00E+000,1.75E-001,16.6
5329,0.0237221859,40890,0.00E+000,7.75E-002,15.5
5330,0.0230689686,39952,0.00E+000,7.77E-002,15.2
5331,0.0249180634,39867,0.00E+000,1.76E-001,15.0
5332,0.0317545505,40838,0.00E+000,1.76E-001,14.5
5333,0.0389287717,44107,6.62E-003,7.81E-002,14.1
5334,0.0490844685,50654,6.79E-002,7.81E-002,14.0
5335,0.0502121446,56714,2.05E-001,7.78E-002,15.0
5336,0.0484183051,60360,2.65E-001,3.10E-001,17.4
5337,0.045979438,61535,3.29E-001,7.69E-002,20.4
5338,0.041946629,62940,2.90E-001,1.74E-001,23.1
5339,0.0390817278,64113,5.92E-001,1.73E-001,23.9
5340,0.0336960794,63153,5.32E-001,1.73E-001,24.8
5341,0.0319179058,61098,4.55E-001,4.58E-003,26.5
5342,0.0297115762,59337,5.49E-001,2.74E-002,27.3
5343,0.0304137618,58322,4.49E-001,1.72E-001,28.3
5344,0.0310278251,57292,3.32E-001,7.58E-002,27.8
5345,0.0349256937,57232,2.35E-001,3.06E-001,28.3
5346,0.037128637,56827,5.29E-002,2.74E-002,28.0
5347,0.0403061859,55352,3.69E-002,4.61E-003,27.4
5348,0.0397012916,53316,2.48E-003,1.34E-004,24.7
5349,0.0362594712,52945,0.00E+000,0.00E+000,22.5
5350,0.0301905236,50095,0.00E+000,2.77E-002,21.5
5351,0.0265993682,45841,0.00E+000,7.73E-002,21.3
5352,0.0249651723,42643,0.00E+000,7.73E-002,20.1
5353,0.0188639601,40456,0.00E+000,1.76E-001,19.5
5354,0.0183445196,38987,0.00E+000,7.79E-002,18.8
5355,0.0198149259,38637,0.00E+000,1.76E-001,18.5
5356,0.0252513229,38663,0.00E+000,1.76E-001,17.9
5357,0.0309562871,39584,6.62E-003,1.76E-001,17.6
5358,0.0390321306,41146,4.76E-002,7.76E-002,17.0
5359,0.0399288623,44548,1.54E-001,7.69E-002,18.6
5360,0.0385023953,48345,1.15E-001,7.68E-002,20.5
5361,0.0365630002,51402,1.89E-001,7.63E-002,23.6
5362,0.0333560971,53102,2.00E-001,2.73E-002,26.1
5363,0.0310779183,54132,2.34E-001,2.72E-002,27.9
5364,0.026795233,52680,2.09E-001,7.53E-002,29.6
5365,0.0253812236,50127,4.20E-001,1.70E-001,30.0
5366,0.023626743,48498,6.05E-001,2.99E-001,31.3
5367,0.0241851233,47657,2.70E-001,1.68E-001,31.5
5368,0.0246734285,47102,2.84E-001,1.68E-001,31.1
5369,0.0277730264,47735,1.13E-001,1.68E-001,31.2
5370,0.0295248141,47956,2.56E-002,7.47E-002,30.2
5371,0.0320516114,47307,6.62E-003,7.48E-002,29.9
5372,0.0315705975,45970,0.00E+000,7.52E-002,28.5
5373,0.0288336506,46243,0.00E+000,2.73E-002,26.0
5374,0.0240076035,44474,0.00E+000,7.61E-002,25.4
5375,0.021151905,40818,0.00E+000,7.60E-002,22.8
5376,0.019852387,37900,0.00E+000,4.58E-003,21.6
5377,0.0215914107,35696,0.00E+000,4.58E-003,21.1
5378,0.0164800875,34383,0.00E+000,7.60E-002,20.2
5379,0.0207049023,33839,0.00E+000,7.59E-002,20.0
5380,0.0210207931,33939,0.00E+000,7.59E-002,18.9
5381,0.0228576001,34124,0.00E+000,7.59E-002,17.9
5382,0.0310279328,33993,9.10E-003,7.59E-002,17.4
5383,0.0280785774,36101,1.82E-002,7.59E-002,18.1
5384,0.0304573675,39514,5.95E-002,2.73E-002,18.7
5385,0.0304811128,42457,8.02E-002,1.71E-001,21.0
5386,0.0299594062,44877,5.29E-002,1.71E-001,22.7
5387,0.0274674225,47696,1.10E-001,7.56E-002,22.7
5388,0.025588691,46629,1.89E-001,1.70E-001,23.4
5389,0.024612261,44571,8.93E-002,1.70E-001,22.6
5390,0.0232448473,42920,7.77E-002,1.70E-001,21.7
5391,0.0235317757,42084,4.80E-002,1.70E-001,20.9
5392,0.0230334929,42151,3.47E-002,1.71E-001,20.8
5393,0.0248142749,43350,3.47E-002,1.70E-001,20.5
5394,0.0274178106,44733,2.07E-002,7.53E-002,20.2
5395,0.0292101747,45203,9.10E-003,7.53E-002,20.3
5396,0.0295304655,45203,0.00E+000,7.54E-002,19.9
5397,0.0278573924,46590,0.00E+000,7.55E-002,19.6
5398,0.0271604344,45110,0.00E+000,7.55E-002,18.9
5399,0.0219212822,41241,0.00E+000,7.55E-002,19.1
5400,0.0209793903,38377,0.00E+000,2.72E-002,18.8
5401,0.0217338438,36874,0.00E+000,2.72E-002,18.9
5402,0.0211353779,36196,0.00E+000,2.72E-002,19.2
5403,0.0228294855,36315,0.00E+000,2.72E-002,18.1
5404,0.0290929532,37546,0.00E+000,2.72E-002,17.2
5405,0.0356658468,41380,2.48E-003,2.72E-002,16.8
5406,0.0449703151,48643,1.82E-002,2.72E-002,16.6
5407,0.0460034719,54808,3.47E-002,4.54E-003,16.0
5408,0.0443599881,58619,5.71E-002,1.31E-004,16.4
5409,0.0421255416,59914,8.02E-002,4.53E-003,18.0
5410,0.0384307538,61694,1.54E-001,2.69E-002,19.3
5411,0.0358059824,63402,4.70E-001,4.48E-003,19.4
5412,0.0308717473,62676,4.60E-001,1.29E-004,19.3
5413,0.0292426164,61838,5.04E-001,4.44E-003,19.4
5414,0.0272212165,60420,5.96E-001,4.42E-003,19.7
5415,0.0278645465,59414,5.58E-001,4.41E-003,19.1
5416,0.0284271403,58100,4.10E-001,1.27E-004,19.4
5417,0.031998298,58209,2.21E-001,1.27E-004,19.2
5418,0.0340165954,58120,7.97E-002,0.00E+000,19.3
5419,0.0369278091,57767,3.53E-002,4.45E-003,19.0
5420,0.0363736157,56065,2.48E-003,2.67E-002,19.2
5421,0.0332202812,54601,0.00E+000,7.47E-002,18.5
5422,0.0276600196,50839,0.00E+000,7.49E-002,17.6
5423,0.0243698671,46183,0.00E+000,7.50E-002,16.4
5424,0.0228726458,42912,0.00E+000,7.50E-002,16.3
5425,0.0201328093,41183,0.00E+000,1.70E-001,16.2
5426,0.0195784296,40312,0.00E+000,1.70E-001,16.0
5427,0.02114774,40533,0.00E+000,7.54E-002,16.1
5428,0.0269498062,41201,0.00E+000,1.71E-001,15.9
5429,0.0330385043,44267,2.48E-003,1.71E-001,16.3
5430,0.0416575543,50580,4.97E-002,3.04E-001,16.7
5431,0.042614603,56218,1.71E-001,7.53E-002,16.6
5432,0.0410921873,59387,3.34E-001,2.68E-002,16.7
5433,0.0390223424,60779,5.12E-001,2.65E-002,18.4
5434,0.035599733,62285,7.00E-001,7.32E-002,18.9
5435,0.0331683167,64032,8.45E-001,2.61E-002,19.7
5436,0.0285975646,62957,8.79E-001,7.22E-002,19.6
5437,0.0270884444,61588,7.69E-001,7.19E-002,20.2
5438,0.0252159519,60758,7.36E-001,1.62E-001,19.6
5439,0.0258118907,59218,6.05E-001,7.15E-002,19.5
5440,0.0263330408,57747,4.28E-001,1.62E-001,19.7
5441,0.0296411273,57554,2.16E-001,7.15E-002,19.8
5442,0.0315107458,57450,5.53E-002,2.58E-002,19.8
5443,0.0342075035,55864,2.80E-002,7.25E-002,19.3
5444,0.0336941351,54536,2.48E-003,7.30E-002,18.9
5445,0.0307730925,54435,0.00E+000,1.66E-001,18.4
5446,0.0256224304,50986,0.00E+000,7.34E-002,18.1
5447,0.0225746486,45979,0.00E+000,7.37E-002,18.1
5448,0.0211877209,42700,0.00E+000,7.38E-002,18.6
5449,0.0240625018,40854,0.00E+000,1.67E-001,18.3
5450,0.0240467667,39609,0.00E+000,1.68E-001,18.3
5451,0.0274970652,39741,0.00E+000,7.43E-002,18.3
5452,0.0356875865,40630,0.00E+000,7.48E-002,18.2
5453,0.0481672666,43978,0.00E+000,7.49E-002,18.3
5454,0.0611744559,50656,5.35E-002,2.70E-002,18.3
5455,0.0580769781,56549,1.84E-001,4.49E-003,18.7
5456,0.0519344357,60071,3.46E-001,7.37E-002,19.2
5457,0.0481822234,61072,5.22E-001,2.63E-002,19.3
5458,0.0436197691,62525,6.90E-001,4.37E-003,19.5
5459,0.0405169919,64301,8.31E-001,2.59E-002,20.1
5460,0.0355550679,63601,8.61E-001,4.31E-003,20.1
5461,0.0333952187,62276,8.12E-001,2.56E-002,20.4
5462,0.0314009052,60995,6.87E-001,1.60E-001,20.1
5463,0.0309176479,59979,4.42E-001,7.11E-002,20.3
5464,0.0330405148,58546,3.33E-001,7.15E-002,20.4
5465,0.0387631673,58144,2.16E-001,2.89E-001,20.3
5466,0.0432233282,57883,7.32E-002,2.91E-001,19.9
5467,0.0480774365,57390,3.03E-002,2.61E-002,19.4
5468,0.0469921706,56020,0.00E+000,7.33E-002,19.2
5469,0.041201872,55571,0.00E+000,2.65E-002,19.1
5470,0.0325923205,51809,0.00E+000,4.47E-003,19.0
5471,0.0271900286,46598,0.00E+000,4.47E-003,18.6
5472,0.0251741629,43180,0.00E+000,2.68E-002,18.4
5473,0.0376604445,40934,0.00E+000,2.69E-002,18.3
5474,0.038702579,39885,0.00E+000,7.47E-002,17.9
5475,0.0438238475,39826,0.00E+000,2.70E-002,17.0
5476,0.057443453,40806,0.00E+000,2.70E-002,17.0
5477,0.0867100585,44175,0.00E+000,7.52E-002,17.4
5478,0.1127993011,51059,1.82E-002,7.53E-002,16.8
5479,0.1072632809,57208,1.57E-002,7.55E-002,17.3
5480,0.0962741511,60366,3.64E-002,4.56E-003,16.8
5481,0.0857845461,61419,9.84E-002,4.55E-003,17.9
5482,0.0769919432,62731,1.40E-001,4.54E-003,19.9
5483,0.0707611477,64522,4.14E-001,2.70E-002,21.8
5484,0.0646929354,63369,6.45E-001,2.68E-002,22.3
5485,0.0607379364,62151,4.31E-001,4.49E-003,22.8
5486,0.0575609665,60822,7.35E-001,4.46E-003,22.9
5487,0.0587851102,59802,6.05E-001,4.44E-003,21.5
5488,0.0636418827,58661,4.27E-001,4.44E-003,21.6
5489,0.0741014631,58571,2.03E-001,4.46E-003,22.1
5490,0.0840091658,58419,6.18E-002,4.47E-003,23.1
5491,0.0905194403,57542,3.53E-002,4.51E-003,22.7
