time,HP (W),PV (W),EL (W)
2024-11-03 11:10:00z,1408,7427,154
2024-11-03 11:15:00z,33,7221,138
2024-11-03 11:20:00z,30,7150,131
2024-11-03 11:25:00z,30,6942,136
2024-11-03 11:30:00z,30,6945,181
2024-11-03 11:35:00z,30,6711,155
2024-11-03 11:40:00z,30,6480,113
2024-11-03 11:45:00z,30,6093,57
2024-11-03 11:50:00z,30,5949,53
2024-11-03 11:55:00z,2614,6147,54
2024-11-03 12:00:00z,48,5965,54
2024-11-03 12:05:00z,32,5532,75
2024-11-03 12:10:00z,30,5545,135
2024-11-03 12:15:00z,30,4903,133
2024-11-03 12:20:00z,30,5094,135
2024-11-03 12:25:00z,30,4788,66
2024-11-03 12:30:00z,30,4758,64
2024-11-03 12:35:00z,30,4435,63
2024-11-03 12:40:00z,31,4413,71
2024-11-03 12:45:00z,695,4059,69
2024-11-03 12:50:00z,1967,3992,164
2024-11-03 12:55:00z,35,3623,145
2024-11-03 13:00:00z,32,3633,148
2024-11-03 13:05:00z,31,3136,110
2024-11-03 13:10:00z,31,3118,77
2024-11-03 13:15:00z,31,2671,80
2024-11-03 13:20:00z,31,2735,87
2024-11-03 13:25:00z,640,2730,78
2024-11-03 13:30:00z,1940,2764,112
2024-11-03 13:35:00z,34,2794,157
2024-11-03 13:40:00z,32,2715,189
2024-11-03 13:45:00z,31,2640,199
2024-11-03 13:50:00z,32,2673,142
2024-11-03 13:55:00z,32,2620,124
2024-11-03 14:00:00z,42,2472,142
2024-11-03 14:05:00z,3088,2211,117
2024-11-03 14:10:00z,52,2208,159
2024-11-03 14:15:00z,34,2078,213
2024-11-03 14:20:00z,32,2064,213
2024-11-03 14:25:00z,32,1976,217
2024-11-03 14:30:00z,32,1849,123
2024-11-03 14:35:00z,56,1882,104
2024-11-03 14:40:00z,3120,1837,86
2024-11-03 14:45:00z,52,1734,158
2024-11-03 14:50:00z,34,1608,117
2024-11-03 14:55:00z,32,1326,147
2024-11-03 15:00:00z,29,1155,188
2024-11-03 15:05:00z,28,900,188
2024-11-03 15:10:00z,599,735,162
2024-11-03 15:15:00z,2586,561,99
2024-11-03 15:20:00z,31,379,121
2024-11-03 15:25:00z,29,241,486
2024-11-03 15:30:00z,28,260,1890
2024-11-03 15:35:00z,28,202,1923
2024-11-03 15:40:00z,28,135,259
2024-11-03 15:45:00z,2580,117,1305
2024-11-03 15:50:00z,693,61,982
2024-11-03 15:55:00z,30,42,1174
2024-11-03 16:00:00z,28,35,2121
2024-11-03 16:05:00z,28,46,3263
2024-11-03 16:10:00z,1882,43,3104
2024-11-03 16:15:00z,1999,22,4036
2024-11-03 16:20:00z,31,0,4305
2024-11-03 16:25:00z,28,1,4088
2024-11-03 16:30:00z,28,0,2664
2024-11-03 16:35:00z,27,0,714
2024-11-03 16:40:00z,2575,1,1174
2024-11-03 16:45:00z,1380,1,1130
2024-11-03 16:50:00z,30,0,1143
2024-11-03 16:55:00z,28,0,1133
2024-11-03 17:00:00z,27,0,1922
2024-11-03 17:05:00z,67,1,3592
2024-11-03 17:10:00z,3380,4,3059
2024-11-03 17:15:00z,51,0,2711
2024-11-03 17:20:00z,29,0,2717
2024-11-03 17:25:00z,27,0,1061
2024-11-03 17:30:00z,27,0,1319
2024-11-03 17:35:00z,555,0,380
2024-11-03 17:40:00z,3444,2,940
2024-11-03 17:45:00z,46,0,1286
2024-11-03 17:50:00z,29,0,387
2024-11-03 17:55:00z,27,0,625
2024-11-03 18:00:00z,27,0,240
2024-11-03 18:05:00z,663,0,182
2024-11-03 18:10:00z,2781,0,94
2024-11-03 18:15:00z,40,0,152
2024-11-03 18:20:00z,28,0,141
2024-11-03 18:25:00z,26,0,142
2024-11-03 18:30:00z,27,0,183
2024-11-03 18:35:00z,2022,1,205
2024-11-03 18:40:00z,2151,0,192
2024-11-03 18:45:00z,29,0,212
2024-11-03 18:50:00z,27,0,183
2024-11-03 18:55:00z,26,0,238
2024-11-03 19:00:00z,26,0,222
2024-11-03 19:05:00z,692,0,217
2024-11-03 19:10:00z,3492,1,192
2024-11-03 19:15:00z,768,0,283
2024-11-03 19:20:00z,29,0,291
2024-11-03 19:25:00z,26,0,300
2024-11-03 19:30:00z,26,0,254
2024-11-03 19:35:00z,26,0,230
2024-11-03 19:40:00z,1431,0,218
2024-11-03 19:45:00z,2862,1,203
2024-11-03 19:50:00z,30,0,218
2024-11-03 19:55:00z,28,0,175
2024-11-03 20:00:00z,26,0,251
2024-11-03 20:05:00z,26,0,248
2024-11-03 20:10:00z,26,0,246
2024-11-03 20:15:00z,1394,0,144
2024-11-03 20:20:00z,2884,1,124
2024-11-03 20:25:00z,32,0,152
2024-11-03 20:30:00z,28,0,149
2024-11-03 20:35:00z,26,0,147
2024-11-03 20:40:00z,26,0,198
2024-11-03 20:45:00z,26,0,223
2024-11-03 20:50:00z,2826,1,186
2024-11-03 20:55:00z,757,0,181
2024-11-03 21:00:00z,28,0,155
2024-11-03 21:05:00z,26,0,138
2024-11-03 21:10:00z,26,0,128
2024-11-03 21:15:00z,26,0,130
2024-11-03 21:20:00z,26,0,145
2024-11-03 21:25:00z,26,0,204
2024-11-03 21:30:00z,26,0,202
2024-11-03 21:35:00z,27,0,232
2024-11-03 21:40:00z,27,0,175
2024-11-03 21:45:00z,27,0,145
2024-11-03 21:50:00z,27,0,149
2024-11-03 21:55:00z,25,0,143
2024-11-03 22:00:00z,25,0,142
2024-11-03 22:05:00z,25,0,295
2024-11-03 22:10:00z,25,0,242
2024-11-03 22:15:00z,25,0,239
2024-11-03 22:20:00z,26,0,166
2024-11-03 22:25:00z,26,0,165
2024-11-03 22:30:00z,26,0,164
2024-11-03 22:35:00z,26,0,163
2024-11-03 22:40:00z,27,0,162
2024-11-03 22:45:00z,27,0,163
2024-11-03 22:50:00z,27,0,186
2024-11-03 22:55:00z,27,0,184
2024-11-03 23:00:00z,27,0,155
2024-11-03 23:05:00z,27,0,112
2024-11-03 23:10:00z,27,0,111
2024-11-03 23:15:00z,28,0,112
2024-11-03 23:20:00z,28,0,111
2024-11-03 23:25:00z,28,0,113
2024-11-03 23:30:00z,28,0,174
2024-11-03 23:35:00z,28,0,185
2024-11-03 23:40:00z,28,0,184
2024-11-03 23:45:00z,28,0,126
2024-11-03 23:50:00z,28,0,111
2024-11-03 23:55:00z,28,0,112
2024-11-04 00:00:00z,28,0,112
2024-11-04 00:05:00z,28,0,112
2024-11-04 00:10:00z,28,0,128
2024-11-04 00:15:00z,29,0,186
2024-11-04 00:20:00z,29,0,184
2024-11-04 00:25:00z,29,0,169
2024-11-04 00:30:00z,29,0,111
2024-11-04 00:35:00z,29,0,112
2024-11-04 00:40:00z,29,0,111
2024-11-04 00:45:00z,29,0,111
2024-11-04 00:50:00z,29,0,112
2024-11-04 00:55:00z,29,0,173
2024-11-04 01:00:00z,29,0,196
2024-11-04 01:05:00z,29,0,241
2024-11-04 01:10:00z,29,0,182
2024-11-04 01:15:00z,29,0,167
2024-11-04 01:20:00z,29,0,165
2024-11-04 01:25:00z,29,0,165
2024-11-04 01:30:00z,29,0,163
2024-11-04 01:35:00z,29,0,179
2024-11-04 01:40:00z,29,0,236
2024-11-04 01:45:00z,29,0,184
2024-11-04 01:50:00z,29,0,169
2024-11-04 01:55:00z,29,0,113
2024-11-04 02:00:00z,29,0,112
2024-11-04 02:05:00z,29,0,112
2024-11-04 02:10:00z,29,0,112
2024-11-04 02:15:00z,29,0,113
2024-11-04 02:20:00z,29,0,173
2024-11-04 02:25:00z,29,0,186
2024-11-04 02:30:00z,29,0,185
2024-11-04 02:35:00z,29,0,126
2024-11-04 02:40:00z,29,0,112
2024-11-04 02:45:00z,29,0,111
2024-11-04 02:50:00z,29,0,113
2024-11-04 02:55:00z,29,0,112
2024-11-04 03:00:00z,29,0,128
2024-11-04 03:05:00z,29,0,188
2024-11-04 03:10:00z,29,0,185
2024-11-04 03:15:00z,29,0,169
2024-11-04 03:20:00z,29,0,112
2024-11-04 03:25:00z,29,0,112
2024-11-04 03:30:00z,29,0,112
2024-11-04 03:35:00z,29,0,113
2024-11-04 03:40:00z,29,0,111
2024-11-04 03:45:00z,29,0,144
2024-11-04 03:50:00z,29,0,187
2024-11-04 03:55:00z,29,0,185
2024-11-04 04:00:00z,29,0,155
2024-11-04 04:05:00z,29,0,167
2024-11-04 04:10:00z,29,0,187
2024-11-04 04:15:00z,29,0,392
2024-11-04 04:20:00z,29,0,389
2024-11-04 04:25:00z,29,0,347
2024-11-04 04:30:00z,29,0,182
2024-11-04 04:35:00z,29,0,181
2024-11-04 04:40:00z,29,0,180
2024-11-04 04:45:00z,29,0,162
2024-11-04 04:50:00z,29,0,194
2024-11-04 04:55:00z,29,0,208
2024-11-04 05:00:00z,32,0,217
2024-11-04 05:05:00z,33,0,228
2024-11-04 05:10:00z,33,0,230
2024-11-04 05:15:00z,33,0,228
2024-11-04 05:20:00z,33,0,260
2024-11-04 05:25:00z,33,0,225
2024-11-04 05:30:00z,33,0,209
2024-11-04 05:35:00z,33,0,150
2024-11-04 05:40:00z,33,0,143
2024-11-04 05:45:00z,33,0,150
2024-11-04 05:50:00z,33,0,150
2024-11-04 05:55:00z,33,0,200
2024-11-04 06:00:00z,34,0,225
2024-11-04 06:05:00z,1634,0,602
2024-11-04 06:10:00z,2696,0,226
2024-11-04 06:15:00z,2815,0,793
2024-11-04 06:20:00z,2988,0,202
2024-11-04 06:25:00z,3233,0,174
2024-11-04 06:30:00z,731,0,213
2024-11-04 06:35:00z,41,0,241
2024-11-04 06:40:00z,37,0,243
2024-11-04 06:45:00z,36,0,242
2024-11-04 06:50:00z,650,0,262
2024-11-04 06:55:00z,2639,0,171
2024-11-04 07:00:00z,39,88,157
2024-11-04 07:05:00z,36,92,154
2024-11-04 07:10:00z,35,107,153
2024-11-04 07:15:00z,641,136,185
2024-11-04 07:20:00z,2637,192,222
2024-11-04 07:25:00z,37,207,236
2024-11-04 07:30:00z,36,272,1585
2024-11-04 07:35:00z,34,330,2908
2024-11-04 07:40:00z,36,366,1963
2024-11-04 07:45:00z,2654,421,591
2024-11-04 07:50:00z,53,432,1307
2024-11-04 07:55:00z,36,476,1304
2024-11-04 08:00:00z,34,539,1583
2024-11-04 08:05:00z,34,604,1738
2024-11-04 08:10:00z,1266,636,1408
2024-11-04 08:15:00z,2649,684,2507
2024-11-04 08:20:00z,37,728,4552
2024-11-04 08:25:00z,35,665,4248
2024-11-04 08:30:00z,33,772,2372
2024-11-04 08:35:00z,33,857,1914
2024-11-04 08:40:00z,33,890,323
2024-11-04 08:45:00z,34,878,421
2024-11-04 08:50:00z,1337,1032,390
2024-11-04 08:55:00z,1982,961,1033
2024-11-04 09:00:00z,91,966,345
2024-11-04 09:05:00z,3998,1007,1014
2024-11-04 09:10:00z,4376,972,972
2024-11-04 09:15:00z,4677,950,352
2024-11-04 09:20:00z,3986,1046,1020
2024-11-04 09:25:00z,106,1114,983
2024-11-04 09:30:00z,35,1014,3278
2024-11-04 09:35:00z,35,1132,2975
2024-11-04 09:40:00z,34,1217,2920
2024-11-04 09:45:00z,34,1172,2853
2024-11-04 09:50:00z,2503,1221,552
2024-11-04 09:55:00z,1334,1217,1244
2024-11-04 10:00:00z,37,1273,607
2024-11-04 10:05:00z,34,1198,173
2024-11-04 10:10:00z,33,1232,1072
2024-11-04 10:15:00z,33,1316,280
2024-11-04 10:20:00z,33,1289,1075
2024-11-04 10:25:00z,1897,1283,176
2024-11-04 10:30:00z,685,1284,913
2024-11-04 10:35:00z,37,1260,188
2024-11-04 10:40:00z,34,1270,547
2024-11-04 10:45:00z,34,1283,890
2024-11-04 10:50:00z,34,1356,254
2024-11-04 10:55:00z,643,1369,853
2024-11-04 11:00:00z,1925,1432,218
2024-11-04 11:05:00z,38,1547,154
2024-11-04 11:10:00z,34,1408,138
2024-11-04 11:15:00z,34,1622,171
2024-11-04 11:20:00z,34,1521,454
2024-11-04 11:25:00z,34,1542,1930
2024-11-04 11:30:00z,60,1761,3006
2024-11-04 11:35:00z,2483,1520,2515
2024-11-04 11:40:00z,36,1284,1776
2024-11-04 11:45:00z,35,1198,592
2024-11-04 11:50:00z,34,1203,471
2024-11-04 11:55:00z,34,1243,401
2024-11-04 12:00:00z,34,1208,396
2024-11-04 12:05:00z,674,1114,811
2024-11-04 12:10:00z,1895,1122,468
2024-11-04 12:15:00z,36,1095,656
2024-11-04 12:20:00z,34,907,610
2024-11-04 12:25:00z,34,873,474
2024-11-04 12:30:00z,34,836,534
2024-11-04 12:35:00z,34,954,452
2024-11-04 12:40:00z,1908,832,1074
2024-11-04 12:45:00z,675,774,733
2024-11-04 12:50:00z,36,728,418
2024-11-04 12:55:00z,34,685,282
2024-11-04 13:00:00z,34,738,516
2024-11-04 13:05:00z,34,719,791
2024-11-04 13:10:00z,1222,677,442
2024-11-04 13:15:00z,1914,660,1874
2024-11-04 13:20:00z,37,607,2301
2024-11-04 13:25:00z,34,534,2300
2024-11-04 13:30:00z,34,489,653
2024-11-04 13:35:00z,34,497,264
2024-11-04 13:40:00z,58,547,309
2024-11-04 13:45:00z,3098,579,267
2024-11-04 13:50:00z,52,501,281
2024-11-04 13:55:00z,36,480,226
2024-11-04 14:00:00z,34,444,1890
2024-11-04 14:05:00z,34,389,2715
2024-11-04 14:10:00z,64,362,3894
2024-11-04 14:15:00z,2544,350,3359
2024-11-04 14:20:00z,36,316,902
2024-11-04 14:25:00z,35,327,300
2024-11-04 14:30:00z,34,274,231
2024-11-04 14:35:00z,34,253,287
2024-11-04 14:40:00z,58,222,199
2024-11-04 14:45:00z,3136,206,205
2024-11-04 14:50:00z,53,206,250
2024-11-04 14:55:00z,36,168,257
2024-11-04 15:00:00z,30,141,339
2024-11-04 15:05:00z,30,125,281
2024-11-04 15:10:00z,30,89,294
2024-11-04 15:15:00z,1926,81,281
2024-11-04 15:20:00z,1332,60,229
2024-11-04 15:25:00z,33,36,210
2024-11-04 15:30:00z,30,20,219
2024-11-04 15:35:00z,30,27,211
2024-11-04 15:40:00z,30,0,215
2024-11-04 15:45:00z,699,0,246
2024-11-04 15:50:00z,1950,0,305
2024-11-04 15:55:00z,32,0,319
2024-11-04 16:00:00z,30,0,233
2024-11-04 16:05:00z,30,0,165
2024-11-04 16:10:00z,30,0,158
2024-11-04 16:15:00z,1863,0,155
2024-11-04 16:20:00z,1972,0,153
2024-11-04 16:25:00z,32,0,152
2024-11-04 16:30:00z,30,0,215
2024-11-04 16:35:00z,29,0,226
2024-11-04 16:40:00z,29,0,289
2024-11-04 16:45:00z,1289,0,212
2024-11-04 16:50:00z,1972,0,166
2024-11-04 16:55:00z,32,0,166
2024-11-04 17:00:00z,30,0,165
2024-11-04 17:05:00z,29,0,177
2024-11-04 17:10:00z,29,0,162
2024-11-04 17:15:00z,706,0,930
2024-11-04 17:20:00z,1968,0,542
2024-11-04 17:25:00z,32,0,326
2024-11-04 17:30:00z,30,0,367
2024-11-04 17:35:00z,29,0,392
2024-11-04 17:40:00z,29,0,240
2024-11-04 17:45:00z,705,0,669
2024-11-04 17:50:00z,1968,0,431
2024-11-04 17:55:00z,32,0,489
2024-11-04 18:00:00z,30,0,552
2024-11-04 18:05:00z,29,0,453
2024-11-04 18:10:00z,29,0,280
2024-11-04 18:15:00z,1294,0,271
2024-11-04 18:20:00z,1985,0,255
2024-11-04 18:25:00z,31,0,217
2024-11-04 18:30:00z,30,0,205
2024-11-04 18:35:00z,29,0,203
2024-11-04 18:40:00z,29,0,206
2024-11-04 18:45:00z,661,0,216
2024-11-04 18:50:00z,2621,0,157
2024-11-04 18:55:00z,31,0,140
2024-11-04 19:00:00z,30,0,167
2024-11-04 19:05:00z,29,0,175
2024-11-04 19:10:00z,29,0,223
2024-11-04 19:15:00z,715,0,237
2024-11-04 19:20:00z,2095,0,174
2024-11-04 19:25:00z,31,0,253
2024-11-04 19:30:00z,30,0,178
2024-11-04 19:35:00z,28,0,177
2024-11-04 19:40:00z,28,0,176
2024-11-04 19:45:00z,1308,0,171
2024-11-04 19:50:00z,2001,0,189
2024-11-04 19:55:00z,31,0,249
2024-11-04 20:00:00z,29,0,257
2024-11-04 20:05:00z,28,0,284
2024-11-04 20:10:00z,28,0,227
2024-11-04 20:15:00z,1293,0,212
2024-11-04 20:20:00z,2008,0,242
2024-11-04 20:25:00z,31,0,269
2024-11-04 20:30:00z,29,0,269
2024-11-04 20:35:00z,28,0,327
2024-11-04 20:40:00z,28,0,341
2024-11-04 20:45:00z,38,0,337
2024-11-04 20:50:00z,3198,0,308
2024-11-04 20:55:00z,53,0,258
2024-11-04 21:00:00z,30,0,249
2024-11-04 21:05:00z,28,0,208
2024-11-04 21:10:00z,28,0,202
2024-11-04 21:15:00z,28,0,222
2024-11-04 21:20:00z,28,0,266
2024-11-04 21:25:00z,28,0,263
2024-11-04 21:30:00z,28,0,254
2024-11-04 21:35:00z,28,0,168
2024-11-04 21:40:00z,29,0,169
2024-11-04 21:45:00z,29,0,160
2024-11-04 21:50:00z,29,0,159
2024-11-04 21:55:00z,26,0,159
2024-11-04 22:00:00z,26,0,210
2024-11-04 22:05:00z,26,0,213
2024-11-04 22:10:00z,27,0,215
2024-11-04 22:15:00z,27,0,160
2024-11-04 22:20:00z,27,0,112
2024-11-04 22:25:00z,27,0,112
2024-11-04 22:30:00z,27,0,112
2024-11-04 22:35:00z,27,0,112
2024-11-04 22:40:00z,28,0,145
2024-11-04 22:45:00z,28,0,186
2024-11-04 22:50:00z,28,0,184
2024-11-04 22:55:00z,28,0,184
2024-11-04 23:00:00z,28,0,112
2024-11-04 23:05:00z,28,0,112
2024-11-04 23:10:00z,28,0,157
2024-11-04 23:15:00z,28,0,171
2024-11-04 23:20:00z,28,0,168
2024-11-04 23:25:00z,28,0,228
2024-11-04 23:30:00z,28,0,239
2024-11-04 23:35:00z,29,0,237
2024-11-04 23:40:00z,29,0,192
2024-11-04 23:45:00z,29,0,162
2024-11-04 23:50:00z,29,0,123
2024-11-04 23:55:00z,29,0,112
2024-11-05 00:00:00z,29,0,112
2024-11-05 00:05:00z,29,0,145
2024-11-05 00:10:00z,29,0,186
2024-11-05 00:15:00z,29,0,185
2024-11-05 00:20:00z,29,0,170
2024-11-05 00:25:00z,29,0,112
2024-11-05 00:30:00z,29,0,113
2024-11-05 00:35:00z,29,0,113
2024-11-05 00:40:00z,29,0,112
2024-11-05 00:45:00z,29,0,112
2024-11-05 00:50:00z,29,0,173
2024-11-05 00:55:00z,29,0,186
2024-11-05 01:00:00z,29,0,184
2024-11-05 01:05:00z,29,0,126
2024-11-05 01:10:00z,29,0,113
2024-11-05 01:15:00z,29,0,113
2024-11-05 01:20:00z,29,0,112
2024-11-05 01:25:00z,29,0,114
2024-11-05 01:30:00z,31,0,143
2024-11-05 01:35:00z,30,0,185
2024-11-05 01:40:00z,29,0,185
2024-11-05 01:45:00z,29,0,170
2024-11-05 01:50:00z,29,0,113
2024-11-05 01:55:00z,29,0,114
2024-11-05 02:00:00z,29,0,112
2024-11-05 02:05:00z,29,0,167
2024-11-05 02:10:00z,29,0,168
2024-11-05 02:15:00z,29,0,228
2024-11-05 02:20:00z,29,0,239
2024-11-05 02:25:00z,29,0,237
2024-11-05 02:30:00z,29,0,179
2024-11-05 02:35:00z,29,0,165
2024-11-05 02:40:00z,29,0,162
2024-11-05 02:45:00z,29,0,113
2024-11-05 02:50:00z,29,0,113
2024-11-05 02:55:00z,29,0,145
2024-11-05 03:00:00z,29,0,188
2024-11-05 03:05:00z,29,0,187
2024-11-05 03:10:00z,29,0,169
2024-11-05 03:15:00z,29,0,112
2024-11-05 03:20:00z,29,0,112
2024-11-05 03:25:00z,29,0,112
2024-11-05 03:30:00z,29,0,112
2024-11-05 03:35:00z,29,0,112
2024-11-05 03:40:00z,29,0,174
2024-11-05 03:45:00z,29,0,185
2024-11-05 03:50:00z,29,0,184
2024-11-05 03:55:00z,29,0,127
2024-11-05 04:00:00z,29,0,112
2024-11-05 04:05:00z,29,0,113
2024-11-05 04:10:00z,29,0,112
2024-11-05 04:15:00z,29,0,112
2024-11-05 04:20:00z,29,0,129
2024-11-05 04:25:00z,29,0,186
2024-11-05 04:30:00z,29,0,184
2024-11-05 04:35:00z,29,0,169
2024-11-05 04:40:00z,29,0,112
2024-11-05 04:45:00z,29,0,112
2024-11-05 04:50:00z,29,0,112
2024-11-05 04:55:00z,29,0,112
2024-11-05 05:00:00z,32,0,175
2024-11-05 05:05:00z,33,0,246
2024-11-05 05:10:00z,33,0,295
2024-11-05 05:15:00z,33,0,291
2024-11-05 05:20:00z,33,0,234
2024-11-05 05:25:00z,34,0,207
2024-11-05 05:30:00z,34,0,210
2024-11-05 05:35:00z,33,0,219
2024-11-05 05:40:00z,1574,0,174
2024-11-05 05:45:00z,582,0,186
2024-11-05 05:50:00z,39,0,244
2024-11-05 05:55:00z,36,0,241
2024-11-05 06:00:00z,1627,0,248
2024-11-05 06:05:00z,2733,0,163
2024-11-05 06:10:00z,2824,0,173
2024-11-05 06:15:00z,2954,0,1139
2024-11-05 06:20:00z,3190,0,741
2024-11-05 06:25:00z,3361,1,139
2024-11-05 06:30:00z,758,0,169
2024-11-05 06:35:00z,38,1,220
2024-11-05 06:40:00z,36,10,222
2024-11-05 06:45:00z,36,25,206
2024-11-05 06:50:00z,1389,36,174
2024-11-05 06:55:00z,2082,56,125
2024-11-05 07:00:00z,38,90,119
2024-11-05 07:05:00z,36,121,117
2024-11-05 07:10:00z,35,139,121
2024-11-05 07:15:00z,1307,162,167
2024-11-05 07:20:00z,2724,164,194
2024-11-05 07:25:00z,37,200,209
2024-11-05 07:30:00z,35,248,233
2024-11-05 07:35:00z,34,260,221
2024-11-05 07:40:00z,66,347,221
2024-11-05 07:45:00z,3380,393,217
2024-11-05 07:50:00z,52,335,213
2024-11-05 07:55:00z,35,404,214
2024-11-05 08:00:00z,33,460,286
2024-11-05 08:05:00z,33,323,288
2024-11-05 08:10:00z,2643,357,274
2024-11-05 08:15:00z,733,412,190
2024-11-05 08:20:00z,35,524,158
2024-11-05 08:25:00z,33,529,155
2024-11-05 08:30:00z,33,545,156
2024-11-05 08:35:00z,1001,456,258
2024-11-05 08:40:00z,2045,688,215
2024-11-05 08:45:00z,36,745,218
2024-11-05 08:50:00z,33,740,215
2024-11-05 08:55:00z,33,768,190
2024-11-05 09:00:00z,2375,757,164
2024-11-05 09:05:00z,4339,814,153
2024-11-05 09:10:00z,4657,851,155
2024-11-05 09:15:00z,4977,873,154
2024-11-05 09:20:00z,122,925,160
2024-11-05 09:25:00z,674,1179,205
2024-11-05 09:30:00z,3286,1234,211
2024-11-05 09:35:00z,1387,1128,218
2024-11-05 09:40:00z,36,1128,148
2024-11-05 09:45:00z,33,1294,152
2024-11-05 09:50:00z,33,1259,165
2024-11-05 09:55:00z,34,1219,154
2024-11-05 10:00:00z,2000,1327,132
2024-11-05 10:05:00z,1394,1303,161
2024-11-05 10:10:00z,36,1271,223
2024-11-05 10:15:00z,33,1565,226
2024-11-05 10:20:00z,33,1602,202
2024-11-05 10:25:00z,33,1871,149
2024-11-05 10:30:00z,2019,2231,123
2024-11-05 10:35:00z,1390,1760,259
2024-11-05 10:40:00z,35,1628,206
2024-11-05 10:45:00z,33,1400,206
2024-11-05 10:50:00z,32,1508,260
2024-11-05 10:55:00z,33,1742,1099
2024-11-05 11:00:00z,1270,1680,2450
2024-11-05 11:05:00z,2017,1760,1308
2024-11-05 11:10:00z,35,1677,203
2024-11-05 11:15:00z,33,1679,185
2024-11-05 11:20:00z,32,1717,189
2024-11-05 11:25:00z,32,1736,195
2024-11-05 11:30:00z,1938,1788,185
2024-11-05 11:35:00z,1362,1823,206
2024-11-05 11:40:00z,35,1941,211
2024-11-05 11:45:00z,33,1896,198
2024-11-05 11:50:00z,32,1829,141
2024-11-05 11:55:00z,32,1929,141
2024-11-05 12:00:00z,1992,2028,126
2024-11-05 12:05:00z,1364,1931,123
2024-11-05 12:10:00z,35,1792,136
2024-11-05 12:15:00z,33,1903,197
2024-11-05 12:20:00z,33,1700,208
2024-11-05 12:25:00z,33,1761,206
2024-11-05 12:30:00z,64,2000,165
2024-11-05 12:35:00z,3278,2192,111
2024-11-05 12:40:00z,51,1662,136
2024-11-05 12:45:00z,34,1759,141
2024-11-05 12:50:00z,33,1584,135
2024-11-05 12:55:00z,32,1351,92
2024-11-05 13:00:00z,33,1167,213
2024-11-05 13:05:00z,2640,1165,191
2024-11-05 13:10:00z,710,1110,202
2024-11-05 13:15:00z,35,1012,141
2024-11-05 13:20:00z,32,953,138
2024-11-05 13:25:00z,32,992,133
2024-11-05 13:30:00z,33,945,142
2024-11-05 13:35:00z,2002,911,167
2024-11-05 13:40:00z,1373,952,220
2024-11-05 13:45:00z,35,974,241
2024-11-05 13:50:00z,33,1112,280
2024-11-05 13:55:00z,32,1073,246
2024-11-05 14:00:00z,33,959,264
2024-11-05 14:05:00z,2552,989,1209
2024-11-05 14:10:00z,742,1006,2275
2024-11-05 14:15:00z,35,739,2330
2024-11-05 14:20:00z,33,615,3155
2024-11-05 14:25:00z,32,555,260
2024-11-05 14:30:00z,32,493,327
2024-11-05 14:35:00z,1996,437,727
2024-11-05 14:40:00z,1370,272,183
2024-11-05 14:45:00z,35,196,236
2024-11-05 14:50:00z,32,180,231
2024-11-05 14:55:00z,32,241,2342
2024-11-05 15:00:00z,29,222,2336
2024-11-05 15:05:00z,2006,202,2345
2024-11-05 15:10:00z,721,154,2496
2024-11-05 15:15:00z,30,134,757
2024-11-05 15:20:00z,28,121,295
2024-11-05 15:25:00z,28,102,176
2024-11-05 15:30:00z,28,64,192
2024-11-05 15:35:00z,1961,66,177
2024-11-05 15:40:00z,1380,52,296
2024-11-05 15:45:00z,31,32,184
2024-11-05 15:50:00z,28,27,241
2024-11-05 15:55:00z,28,19,239
2024-11-05 16:00:00z,28,16,256
2024-11-05 16:05:00z,1968,12,300
2024-11-05 16:10:00z,1384,1,210
2024-11-05 16:15:00z,31,0,1245
2024-11-05 16:20:00z,28,0,255
2024-11-05 16:25:00z,28,0,259
2024-11-05 16:30:00z,28,0,305
2024-11-05 16:35:00z,2021,0,327
2024-11-05 16:40:00z,1404,0,314
2024-11-05 16:45:00z,31,0,266
2024-11-05 16:50:00z,28,0,207
2024-11-05 16:55:00z,27,0,192
2024-11-05 17:00:00z,28,0,164
2024-11-05 17:05:00z,2691,0,179
2024-11-05 17:10:00z,726,0,206
2024-11-05 17:15:00z,30,0,239
2024-11-05 17:20:00z,28,0,231
2024-11-05 17:25:00z,28,0,426
2024-11-05 17:30:00z,1942,0,574
2024-11-05 17:35:00z,2064,0,195
2024-11-05 17:40:00z,30,0,323
2024-11-05 17:45:00z,28,0,427
2024-11-05 17:50:00z,27,0,390
2024-11-05 17:55:00z,27,0,245
2024-11-05 18:00:00z,1341,0,153
2024-11-05 18:05:00z,2760,0,154
2024-11-05 18:10:00z,31,0,153
2024-11-05 18:15:00z,28,0,225
2024-11-05 18:20:00z,27,0,228
2024-11-05 18:25:00z,27,0,272
2024-11-05 18:30:00z,1313,0,278
2024-11-05 18:35:00z,2786,0,282
2024-11-05 18:40:00z,32,0,314
2024-11-05 18:45:00z,30,0,311
2024-11-05 18:50:00z,27,0,306
2024-11-05 18:55:00z,27,0,305
2024-11-05 19:00:00z,741,0,302
2024-11-05 19:05:00z,2795,0,235
2024-11-05 19:10:00z,37,0,177
2024-11-05 19:15:00z,28,0,179
2024-11-05 19:20:00z,27,0,178
2024-11-05 19:25:00z,27,0,211
2024-11-05 19:30:00z,56,0,251
2024-11-05 19:35:00z,3435,0,248
2024-11-05 19:40:00z,78,0,241
2024-11-05 19:45:00z,29,0,179
2024-11-05 19:50:00z,27,0,155
2024-11-05 19:55:00z,27,0,153
