timestep,price_el_demand,price_el_source
2432,-32.41,32.41
2433,-34.05,34.05
2434,-28.79,28.79
2435,-27.82,27.82
2436,-25.75,25.75
2437,-23.42,23.42
2438,-22.81,22.81
2439,-22.55,22.55
2440,-23.03,23.03
2441,-25.05,25.05
2442,-30.32,30.32
2443,-34.97,34.97
2444,-34.6,34.6
2445,-28.77,28.77
2446,-29.18,29.18
2447,-26.37,26.37
2448,-20.91,20.91
2449,-16.11,16.11
2450,-14.58,14.58
2451,-13.67,13.67
2452,-13.25,13.25
2453,-14.02,14.02
2454,-13.06,13.06
2455,-12.1,12.1
2456,-12.95,12.95
2457,-15.33,15.33
2458,-14.2,14.2
2459,-14.63,14.63
2460,-12.01,12.01
2461,-2.61,2.61
2462,13.49,-13.49
2463,10.6,-10.6
2464,0.07,-0.07
2465,-8.51,8.51
2466,-20.94,20.94
2467,-25.04,25.04
2468,-25.04,25.04
2469,-25.04,25.04
2470,-25.09,25.09
2471,-23.15,23.15
2472,-20.12,20.12
2473,-14.94,14.94
2474,-14.92,14.92
2475,-11.86,11.86
2476,-11.23,11.23
2477,-16,16
2478,-31.82,31.82
2479,-37.95,37.95
2480,-41.99,41.99
2481,-29.17,29.17
2482,-26.08,26.08
2483,-26.51,26.51
2484,-24.45,24.45
2485,-21.59,21.59
2486,-19.2,19.2
2487,-18.24,18.24
2488,-14.34,14.34
2489,-20.41,20.41
2490,-25.99,25.99
2491,-33.17,33.17
2492,-34.96,34.96
2493,-33.46,33.46
2494,-26.38,26.38
2495,-18.83,18.83
2496,-12.97,12.97
2497,-14.59,14.59
2498,-12.6,12.6
2499,-14.57,14.57
2500,-12.12,12.12
2501,-20.47,20.47
2502,-29.49,29.49
2503,-41.13,41.13
2504,-38.46,38.46
2505,-31.42,31.42
2506,-27.54,27.54
2507,-27.43,27.43
2508,-25.98,25.98
2509,-26.69,26.69
2510,-25.97,25.97
2511,-26.14,26.14
2512,-25.95,25.95
2513,-28.59,28.59
2514,-34.94,34.94
2515,-39.77,39.77
2516,-42.32,42.32
2517,-40.02,40.02
2518,-41.75,41.75
2519,-37.11,37.11
2520,-31.35,31.35
2521,-29.84,29.84
2522,-28.17,28.17
2523,-28.51,28.51
2524,-28.4,28.4
2525,-31.25,31.25
2526,-40.92,40.92
2527,-55.1,55.1
2528,-58.87,58.87
2529,-35.99,35.99
2530,-33.92,33.92
2531,-29.84,29.84
2532,-28.34,28.34
2533,-27.46,27.46
2534,-26.32,26.32
2535,-26.13,26.13
2536,-27.46,27.46
2537,-31.2,31.2
2538,-39.24,39.24
2539,-43.97,43.97
2540,-43.64,43.64
2541,-41.94,41.94
2542,-39.79,39.79
2543,-31.66,31.66
2544,-33.94,33.94
2545,-29.17,29.17
2546,-27.28,27.28
2547,-26.77,26.77
2548,-26.08,26.08
2549,-29.2,29.2
2550,-38.36,38.36
2551,-46.11,46.11
2552,-51.52,51.52
2553,-35.38,35.38
2554,-28.36,28.36
2555,-26.48,26.48
2556,-24.29,24.29
2557,-23.7,23.7
2558,-24.03,24.03
2559,-24.99,24.99
2560,-26.47,26.47
2561,-31.92,31.92
2562,-39.99,39.99
2563,-47.44,47.44
2564,-44.55,44.55
2565,-38.98,38.98
2566,-36.33,36.33
2567,-34.94,34.94
2568,-27.54,27.54
2569,-22.81,22.81
2570,-22.86,22.86
2571,-21.17,21.17
2572,-22.05,22.05
2573,-22.55,22.55
2574,-22.62,22.62
2575,-23.67,23.67
2576,-33.31,33.31
2577,-32,32
2578,-32.39,32.39
2579,-34.96,34.96
2580,-34,34
2581,-28.59,28.59
2582,-24.51,24.51
2583,-23.08,23.08
2584,-23.24,23.24
2585,-26.9,26.9
2586,-30.95,30.95
2587,-30.62,30.62
2588,-34.05,34.05
2589,-36.96,36.96
2590,-37.98,37.98
2591,-35.46,35.46
2592,-35.91,35.91
2593,-29.1,29.1
2594,-26.01,26.01
2595,-24.44,24.44
2596,-24.76,24.76
2597,-24.71,24.71
2598,-24.21,24.21
2599,-25.63,25.63
2600,-29.65,29.65
2601,-32.66,32.66
2602,-29.16,29.16
2603,-28.2,28.2
2604,-26.28,26.28
2605,-24.45,24.45
2606,-20.59,20.59
2607,-13.21,13.21
2608,-20.74,20.74
2609,-23.99,23.99
2610,-28.78,28.78
2611,-34.74,34.74
2612,-28.57,28.57
2613,-26.82,26.82
2614,-27.46,27.46
2615,-23.32,23.32
2616,-14.13,14.13
2617,-14.04,14.04
2618,-11.98,11.98
2619,-10.94,10.94
2620,-10.91,10.91
2621,-11.57,11.57
2622,-12.27,12.27
2623,-12.92,12.92
2624,-14.99,14.99
2625,-16.94,16.94
2626,-16.89,16.89
2627,-14.89,14.89
2628,-13.25,13.25
2629,-8.46,8.46
2630,-4.53,4.53
2631,-7.81,7.81
2632,-9.4,9.4
2633,-15.55,15.55
2634,-22.31,22.31
2635,-22.64,22.64
2636,-25.88,25.88
2637,-25.51,25.51
2638,-24.1,24.1
2639,-21.98,21.98
2640,-21.32,21.32
2641,-18.75,18.75
2642,-17.84,17.84
2643,-13.49,13.49
2644,-14.26,14.26
2645,-17.2,17.2
2646,-16.97,16.97
2647,-12.85,12.85
2648,-21.59,21.59
2649,-23.1,23.1
2650,-23.13,23.13
2651,-22.04,22.04
2652,-21.37,21.37
2653,-12.9,12.9
2654,-19.41,19.41
2655,-14.99,14.99
2656,-15.64,15.64
2657,-21.07,21.07
2658,-25.29,25.29
2659,-32.11,32.11
2660,-35.14,35.14
2661,-34.93,34.93
2662,-34.99,34.99
2663,-29.98,29.98
2664,-24.75,24.75
2665,-24.04,24.04
2666,-24.02,24.02
2667,-21.71,21.71
2668,-23.93,23.93
2669,-24.72,24.72
2670,-38.97,38.97
2671,-42.96,42.96
2672,-54.16,54.16
2673,-42.65,42.65
2674,-42.88,42.88
2675,-41.08,41.08
2676,-35.97,35.97
2677,-35.93,35.93
2678,-35.9,35.9
2679,-35.97,35.97
2680,-34.51,34.51
2681,-37.79,37.79
2682,-44.94,44.94
2683,-45.15,45.15
2684,-45.67,45.67
2685,-43.71,43.71
2686,-42.95,42.95
2687,-36.11,36.11
2688,-29.75,29.75
2689,-31.04,31.04
2690,-29.26,29.26
2691,-28.6,28.6
2692,-28.94,28.94
2693,-34.33,34.33
2694,-40.59,40.59
2695,-46.49,46.49
2696,-50.8,50.8
2697,-43.05,43.05
2698,-36.93,36.93
2699,-37.97,37.97
2700,-36.14,36.14
2701,-31.87,31.87
2702,-30.03,30.03
2703,-32.28,32.28
2704,-32.07,32.07
2705,-38.42,38.42
2706,-41.95,41.95
2707,-46.32,46.32
2708,-47.44,47.44
2709,-44.16,44.16
2710,-36.9,36.9
2711,-29.44,29.44
2712,-37.32,37.32
2713,-32.11,32.11
2714,-28.71,28.71
2715,-28.06,28.06
2716,-29.15,29.15
2717,-32.16,32.16
2718,-39.83,39.83
2719,-45.42,45.42
2720,-46.73,46.73
2721,-41.84,41.84
2722,-37.98,37.98
2723,-40.94,40.94
2724,-37.57,37.57
2725,-35.91,35.91
2726,-35.99,35.99
2727,-35.93,35.93
2728,-35.99,35.99
2729,-38.33,38.33
2730,-39.97,39.97
2731,-39.95,39.95
2732,-39.45,39.45
2733,-39.27,39.27
2734,-36.94,36.94
2735,-32.6,32.6
2736,-28.09,28.09
2737,-28.02,28.02
2738,-26.85,26.85
2739,-25.11,25.11
2740,-26.26,26.26
2741,-27.99,27.99
2742,-33.26,33.26
2743,-40.56,40.56
2744,-40.48,40.48
2745,-38.95,38.95
2746,-36.02,36.02
2747,-34.98,34.98
2748,-30.97,30.97
2749,-30.04,30.04
2750,-29.16,29.16
2751,-30.2,30.2
2752,-29.12,29.12
2753,-31.69,31.69
2754,-36.91,36.91
2755,-39.94,39.94
2756,-40.76,40.76
2757,-39.49,39.49
2758,-36.13,36.13
2759,-31.07,31.07
2760,-28.07,28.07
2761,-28.04,28.04
2762,-28.1,28.1
2763,-28.02,28.02
2764,-26.5,26.5
2765,-28.08,28.08
2766,-29.16,29.16
2767,-30.35,30.35
2768,-32.79,32.79
2769,-35,35
2770,-34.81,34.81
2771,-35.95,35.95
2772,-34.94,34.94
2773,-29.7,29.7
2774,-28.05,28.05
2775,-27.9,27.9
2776,-28.42,28.42
2777,-33.91,33.91
2778,-36.98,36.98
2779,-38.91,38.91
2780,-37.28,37.28
2781,-37.71,37.71
2782,-37.92,37.92
2783,-33.97,33.97
2784,-30.03,30.03
2785,-24.39,24.39
2786,-22.54,22.54
2787,-18.93,18.93
2788,-19.62,19.62
2789,-19.19,19.19
2790,-15.09,15.09
2791,-19.52,19.52
2792,-22.51,22.51
2793,-26.4,26.4
2794,-27.1,27.1
2795,-28.03,28.03
2796,-27.72,27.72
2797,-24.59,24.59
2798,-23.15,23.15
2799,-19.9,19.9
2800,-17.91,17.91
2801,-23.74,23.74
2802,-27.65,27.65
2803,-31.07,31.07
2804,-33.91,33.91
2805,-33.96,33.96
2806,-36.97,36.97
2807,-33.16,33.16
2808,-28.23,28.23
2809,-28.06,28.06
2810,-25.2,25.2
2811,-24.65,24.65
2812,-24.1,24.1
2813,-27.54,27.54
2814,-38.1,38.1
2815,-55.52,55.52
2816,-52.44,52.44
2817,-55.54,55.54
2818,-55.56,55.56
2819,-54.02,54.02
2820,-52.57,52.57
2821,-42.57,42.57
2822,-40.96,40.96
2823,-39.27,39.27
2824,-36.13,36.13
2825,-38.23,38.23
2826,-43.38,43.38
2827,-53.12,53.12
2828,-44.95,44.95
2829,-50.07,50.07
2830,-43.87,43.87
2831,-30.38,30.38
2832,-29.73,29.73
2833,-29.16,29.16
2834,-28.96,28.96
2835,-28.63,28.63
2836,-28.78,28.78
2837,-31.86,31.86
2838,-38.97,38.97
2839,-47.92,47.92
2840,-50.38,50.38
2841,-50.79,50.79
2842,-47.44,47.44
2843,-49.32,49.32
2844,-46.74,46.74
2845,-44.85,44.85
2846,-41.32,41.32
2847,-37.7,37.7
2848,-36.6,36.6
2849,-39.67,39.67
2850,-45,45
2851,-45.96,45.96
2852,-46.16,46.16
2853,-44.96,44.96
2854,-40.72,40.72
2855,-33.01,33.01
2856,-30.47,30.47
2857,-29.73,29.73
2858,-28.24,28.24
2859,-28.1,28.1
2860,-28.57,28.57
2861,-30.42,30.42
2862,-35.03,35.03
2863,-44.93,44.93
2864,-52.26,52.26
2865,-49.11,49.11
2866,-41.95,41.95
2867,-41.03,41.03
2868,-39.94,39.94
2869,-39.98,39.98
2870,-38.06,38.06
2871,-36.2,36.2
2872,-34.02,34.02
2873,-32.59,32.59
2874,-35.15,35.15
2875,-37.44,37.44
2876,-37.51,37.51
2877,-34.76,34.76
2878,-32.83,32.83
2879,-29.31,29.31
2880,-28.91,28.91
2881,-26.19,26.19
2882,-23.91,23.91
2883,-20.55,20.55
2884,-21.07,21.07
2885,-22.64,22.64
2886,-18.32,18.32
2887,-23.06,23.06
2888,-23.93,23.93
2889,-26.07,26.07
2890,-23,23
2891,-24.31,24.31
2892,-20.88,20.88
2893,-14.92,14.92
2894,-14.57,14.57
2895,-14,14
2896,-15.11,15.11
2897,-18.1,18.1
2898,-27.56,27.56
2899,-28.97,28.97
2900,-29.02,29.02
2901,-29.34,29.34
2902,-28.42,28.42
2903,-26.31,26.31
2904,-24.45,24.45
2905,-21.73,21.73
2906,-18.27,18.27
2907,-15.48,15.48
2908,-14.68,14.68
2909,-24.12,24.12
2910,-29.88,29.88
2911,-34.26,34.26
2912,-37.49,37.49
2913,-37.14,37.14
2914,-35.45,35.45
2915,-35.96,35.96
2916,-35.82,35.82
2917,-31.71,31.71
2918,-29.44,29.44
2919,-26.06,26.06
2920,-25.38,25.38
2921,-28.1,28.1
2922,-31.95,31.95
2923,-33.26,33.26
2924,-33.77,33.77
2925,-33.98,33.98
2926,-33.45,33.45
2927,-30.33,30.33
2928,-30.28,30.28
2929,-25.39,25.39
2930,-23.06,23.06
2931,-25.27,25.27
2932,-26.54,26.54
2933,-26.09,26.09
2934,-26.32,26.32
2935,-28.1,28.1
2936,-32.17,32.17
2937,-32.97,32.97
2938,-31.82,31.82
2939,-29.93,29.93
2940,-29.7,29.7
2941,-25.47,25.47
2942,-23.28,23.28
2943,-22.2,22.2
2944,-20.68,20.68
2945,-24.45,24.45
2946,-30.08,30.08
2947,-32.49,32.49
2948,-34.02,34.02
2949,-33.19,33.19
2950,-33.81,33.81
2951,-30.59,30.59
2952,-27.76,27.76
2953,-21.07,21.07
2954,-15.82,15.82
2955,-14.42,14.42
2956,-14.27,14.27
2957,-14.66,14.66
2958,-12.46,12.46
2959,-13.18,13.18
2960,-12.97,12.97
2961,-12.69,12.69
2962,-10.32,10.32
2963,-12.36,12.36
2964,-12.07,12.07
2965,-9.04,9.04
2966,-1.15,1.15
2967,-4.73,4.73
2968,-7.3,7.3
2969,-9.99,9.99
2970,-27.93,27.93
2971,-33.13,33.13
2972,-34.27,34.27
2973,-36.42,36.42
2974,-36.43,36.43
2975,-33.88,33.88
2976,-30.44,30.44
2977,-28.44,28.44
2978,-29,29
2979,-28.02,28.02
2980,-27.31,27.31
2981,-29.91,29.91
2982,-40.09,40.09
2983,-44.08,44.08
2984,-48.09,48.09
2985,-43.94,43.94
2986,-40.46,40.46
2987,-37.93,37.93
2988,-33.2,33.2
2989,-32.03,32.03
2990,-30.01,30.01
2991,-30.64,30.64
2992,-32.75,32.75
2993,-36.96,36.96
2994,-42.32,42.32
2995,-46.2,46.2
2996,-46.99,46.99
2997,-42.93,42.93
2998,-36.78,36.78
2999,-30.32,30.32
3000,-29.17,29.17
3001,-28.06,28.06
3002,-25.69,25.69
3003,-23.67,23.67
3004,-23.72,23.72
3005,-27.45,27.45
3006,-32.28,32.28
3007,-37.98,37.98
3008,-38.94,38.94
3009,-36.17,36.17
3010,-33.06,33.06
3011,-33.41,33.41
3012,-29.97,29.97
3013,-29.5,29.5
3014,-30.75,30.75
3015,-31.81,31.81
3016,-32.38,32.38
3017,-34.32,34.32
3018,-37.04,37.04
3019,-38.93,38.93
3020,-38.94,38.94
3021,-37.86,37.86
3022,-34.26,34.26
3023,-31.08,31.08
3024,-28.65,28.65
3025,-28.02,28.02
3026,-26.19,26.19
3027,-24.46,24.46
3028,-25.51,25.51
3029,-27.27,27.27
3030,-35.07,35.07
3031,-43.94,43.94
3032,-46.74,46.74
3033,-42.82,42.82
3034,-41.94,41.94
3035,-41.9,41.9
3036,-38,38
3037,-36.96,36.96
3038,-33.05,33.05
3039,-30.59,30.59
3040,-30.02,30.02
3041,-32.13,32.13
3042,-35.16,35.16
3043,-36.72,36.72
3044,-36.79,36.79
3045,-36.95,36.95
3046,-34.5,34.5
3047,-30.75,30.75
3048,-28.52,28.52
3049,-26.87,26.87
3050,-26.13,26.13
3051,-26.07,26.07
3052,-25.96,25.96
3053,-27.03,27.03
3054,-35.78,35.78
3055,-38.09,38.09
3056,-36.93,36.93
3057,-29.46,29.46
3058,-27.77,27.77
3059,-27.34,27.34
3060,-26.64,26.64
3061,-26.57,26.57
3062,-26.12,26.12
3063,-26.77,26.77
3064,-27.1,27.1
3065,-30.7,30.7
3066,-37.56,37.56
3067,-40,40
3068,-47.6,47.6
3069,-43.18,43.18
3070,-36.69,36.69
3071,-27.21,27.21
3072,-24.62,24.62
3073,-22.66,22.66
3074,-20,20
3075,-15.12,15.12
3076,-20.01,20.01
3077,-23.1,23.1
3078,-33.95,33.95
3079,-36.93,36.93
3080,-39.09,39.09
3081,-36.85,36.85
3082,-35.75,35.75
3083,-34.98,34.98
3084,-28.49,28.49
3085,-26.11,26.11
3086,-23.84,23.84
3087,-23.08,23.08
3088,-23.7,23.7
3089,-26.83,26.83
3090,-29.65,29.65
3091,-34.74,34.74
3092,-35.27,35.27
3093,-34.99,34.99
3094,-29.48,29.48
3095,-24.18,24.18
3096,-22.09,22.09
3097,-16.56,16.56
3098,-15.27,15.27
3099,-15.31,15.31
3100,-15.61,15.61
3101,-15.94,15.94
3102,-18.72,18.72
3103,-22.06,22.06
3104,-23.07,23.07
3105,-23.06,23.06
3106,-22.1,22.1
3107,-23.05,23.05
3108,-22.04,22.04
3109,-17.38,17.38
3110,-17.53,17.53
3111,-18.07,18.07
3112,-21.07,21.07
3113,-28.49,28.49
3114,-33.7,33.7
3115,-33.99,33.99
3116,-32.31,32.31
3117,-27.95,27.95
3118,-23.02,23.02
3119,-19.03,19.03
3120,-12.09,12.09
3121,-9.91,9.91
3122,-8.86,8.86
3123,-6.38,6.38
3124,-4.97,4.97
3125,-2.8,2.8
3126,2.12,-2.12
3127,0.15,-0.15
3128,-2.28,2.28
3129,2.79,-2.79
3130,5.74,-5.74
3131,0.05,-0.05
3132,9.88,-9.88
3133,59.46,-59.46
3134,65.03,-65.03
3135,65.01,-65.01
3136,46.94,-46.94
3137,-2.47,2.47
3138,-16.07,16.07
3139,-23.05,23.05
3140,-28.76,28.76
3141,-33.63,33.63
3142,-31.05,31.05
3143,-23.02,23.02
3144,-19.81,19.81
3145,-14.07,14.07
3146,-13.07,13.07
3147,-12.12,12.12
3148,-12.62,12.62
3149,-15.55,15.55
3150,-31.37,31.37
3151,-39.94,39.94
3152,-40,40
3153,-35.05,35.05
3154,-29.95,29.95
3155,-29.92,29.92
3156,-27.43,27.43
3157,-28.63,28.63
3158,-26.48,26.48
3159,-27.42,27.42
3160,-27.23,27.23
3161,-28.45,28.45
3162,-38.01,38.01
3163,-42.44,42.44
3164,-42.92,42.92
3165,-41.9,41.9
3166,-37.49,37.49
3167,-33.43,33.43
3168,-29,29
3169,-28.9,28.9
3170,-27.89,27.89
3171,-26.26,26.26
3172,-27.83,27.83
3173,-29.26,29.26
3174,-37.17,37.17
3175,-50.3,50.3
3176,-58.51,58.51
3177,-60.13,60.13
3178,-51.85,51.85
3179,-52.02,52.02
3180,-48.03,48.03
3181,-42.65,42.65
3182,-39.65,39.65
3183,-37.61,37.61
3184,-36.07,36.07
3185,-36.95,36.95
3186,-39.96,39.96
3187,-41.79,41.79
3188,-42.27,42.27
3189,-41.03,41.03
3190,-38.13,38.13
3191,-34.07,34.07
3192,-30.23,30.23
3193,-26.74,26.74
3194,-23.17,23.17
3195,-20.51,20.51
3196,-21.97,21.97
3197,-25.49,25.49
3198,-33.71,33.71
3199,-45.4,45.4
3200,-46,46
3201,-38.08,38.08
3202,-33.91,33.91
3203,-30.39,30.39
3204,-28.95,28.95
3205,-29.08,29.08
3206,-29.07,29.07
3207,-28.99,28.99
3208,-28.46,28.46
3209,-31.54,31.54
3210,-35.99,35.99
3211,-39.95,39.95
3212,-38.81,38.81
3213,-40.66,40.66
3214,-39.27,39.27
3215,-30.39,30.39
3216,-31.01,31.01
3217,-30.21,30.21
3218,-28.17,28.17
3219,-26.65,26.65
3220,-28.31,28.31
3221,-30.55,30.55
3222,-38.64,38.64
3223,-47.42,47.42
3224,-55.64,55.64
3225,-51.69,51.69
3226,-47.39,47.39
3227,-46.74,46.74
3228,-40.37,40.37
3229,-39.99,39.99
3230,-37.98,37.98
3231,-35.2,35.2
3232,-33.31,33.31
3233,-34.12,34.12
3234,-38.12,38.12
3235,-40.57,40.57
3236,-40,40
3237,-35.13,35.13
3238,-35.09,35.09
3239,-32.08,32.08
3240,-27.86,27.86
3241,-26.41,26.41
3242,-25.55,25.55
3243,-24.02,24.02
3244,-25.53,25.53
3245,-26.81,26.81
3246,-33,33
3247,-42.78,42.78
3248,-44.96,44.96
3249,-41.05,41.05
3250,-36.08,36.08
3251,-33.59,33.59
3252,-31.92,31.92
3253,-30,30
3254,-27.58,27.58
3255,-26.82,26.82
3256,-28.36,28.36
3257,-30.63,30.63
3258,-33.92,33.92
3259,-36.77,36.77
3260,-36.91,36.91
3261,-36.93,36.93
3262,-35.94,35.94
3263,-33.1,33.1
3264,-29.52,29.52
3265,-27.88,27.88
3266,-27.96,27.96
3267,-26.82,26.82
3268,-26.92,26.92
3269,-26.04,26.04
3270,-26.31,26.31
3271,-27.99,27.99
3272,-29.51,29.51
3273,-30.63,30.63
3274,-30.74,30.74
3275,-29.94,29.94
3276,-29.52,29.52
3277,-27.85,27.85
3278,-27.68,27.68
3279,-27.51,27.51
3280,-27.74,27.74
3281,-28.18,28.18
3282,-31.58,31.58
3283,-32.71,32.71
3284,-32.27,32.27
3285,-32.12,32.12
3286,-30.73,30.73
3287,-29.02,29.02
3288,-22.08,22.08
3289,-22.95,22.95
3290,-21.48,21.48
3291,-20.42,20.42
3292,-22.67,22.67
3293,-22.05,22.05
3294,-17.97,17.97
3295,-20.01,20.01
3296,-21.22,21.22
3297,-23.07,23.07
3298,-24.02,24.02
3299,-26.05,26.05
3300,-23.47,23.47
3301,-22,22
3302,-23.07,23.07
3303,-19.9,19.9
3304,-23.07,23.07
3305,-23.97,23.97
3306,-30.45,30.45
3307,-32.48,32.48
3308,-33.87,33.87
3309,-34.36,34.36
3310,-33.91,33.91
3311,-29.96,29.96
3312,-29.1,29.1
3313,-26.97,26.97
3314,-26.97,26.97
3315,-27.62,27.62
3316,-28.12,28.12
3317,-29.43,29.43
3318,-38.44,38.44
3319,-49.95,49.95
3320,-53.11,53.11
3321,-50.39,50.39
3322,-46.96,46.96
3323,-47.2,47.2
3324,-44,44
3325,-42.43,42.43
3326,-39.45,39.45
3327,-37.44,37.44
3328,-37.92,37.92
3329,-41.18,41.18
3330,-46.5,46.5
3331,-53.46,53.46
3332,-49.47,49.47
3333,-47.44,47.44
3334,-39.98,39.98
3335,-33.29,33.29
3336,-31.59,31.59
3337,-30.59,30.59
3338,-29.02,29.02
3339,-29.42,29.42
3340,-29.62,29.62
3341,-31.5,31.5
3342,-42.77,42.77
3343,-53.94,53.94
3344,-52.39,52.39
3345,-46.82,46.82
3346,-42.7,42.7
3347,-41.22,41.22
3348,-37.99,37.99
3349,-38.06,38.06
3350,-36.08,36.08
3351,-36.97,36.97
3352,-39.11,39.11
3353,-41.9,41.9
3354,-48,48
3355,-48,48
3356,-53.11,53.11
3357,-46.04,46.04
3358,-41.96,41.96
3359,-35.94,35.94
3360,-33.95,33.95
3361,-32.42,32.42
3362,-30.01,30.01
3363,-29.01,29.01
3364,-29.03,29.03
3365,-31.95,31.95
3366,-41.19,41.19
3367,-48.83,48.83
3368,-52.91,52.91
3369,-52.99,52.99
3370,-44,44
3371,-42.44,42.44
3372,-39.73,39.73
3373,-37.39,37.39
3374,-34.98,34.98
3375,-33.95,33.95
3376,-36.02,36.02
3377,-38.69,38.69
3378,-43.12,43.12
3379,-47.27,47.27
3380,-43.46,43.46
3381,-37.97,37.97
3382,-34.34,34.34
3383,-29.76,29.76
3384,-28.25,28.25
3385,-24,24
3386,-20.41,20.41
3387,-15.13,15.13
3388,-18.41,18.41
3389,-22.91,22.91
3390,-29.25,29.25
3391,-36.55,36.55
3392,-39.66,39.66
3393,-38.58,38.58
3394,-35.75,35.75
3395,-34,34
3396,-32.08,32.08
3397,-31.15,31.15
3398,-31.15,31.15
3399,-33.25,33.25
3400,-35.98,35.98
3401,-40.95,40.95
3402,-43.93,43.93
3403,-44.7,44.7
3404,-43.82,43.82
3405,-45.17,45.17
3406,-43.84,43.84
3407,-33.85,33.85
3408,-30.05,30.05
3409,-29.05,29.05
3410,-27.13,27.13
3411,-25.13,25.13
3412,-27.16,27.16
3413,-29.01,29.01
3414,-34.04,34.04
3415,-49.95,49.95
3416,-51.06,51.06
3417,-52.97,52.97
3418,-52.41,52.41
3419,-57.04,57.04
3420,-47.98,47.98
3421,-45.23,45.23
3422,-40.53,40.53
3423,-37.38,37.38
3424,-34.09,34.09
3425,-37.54,37.54
3426,-42,42
3427,-43.98,43.98
3428,-41.92,41.92
3429,-40.49,40.49
3430,-42.58,42.58
3431,-37.7,37.7
3432,-32.78,32.78
3433,-30.02,30.02
3434,-29.11,29.11
3435,-27.83,27.83
3436,-27.24,27.24
3437,-27.47,27.47
3438,-27.98,27.98
3439,-30,30
3440,-30.1,30.1
3441,-31.74,31.74
3442,-30.33,30.33
3443,-29.81,29.81
3444,-29,29
3445,-26.64,26.64
3446,-24.43,24.43
3447,-24.1,24.1
3448,-25.68,25.68
3449,-27.93,27.93
3450,-29.96,29.96
3451,-33.41,33.41
3452,-33.65,33.65
3453,-32.15,32.15
3454,-32.02,32.02
3455,-30.9,30.9
3456,-28,28
3457,-23.45,23.45
3458,-20.34,20.34
3459,-16.18,16.18
3460,-15.45,15.45
3461,-15.79,15.79
3462,-15.99,15.99
3463,-16.91,16.91
3464,-19.3,19.3
3465,-21.06,21.06
3466,-21.96,21.96
3467,-22.04,22.04
3468,-20.3,20.3
3469,-17.1,17.1
3470,-13.43,13.43
3471,-13.88,13.88
3472,-16.23,16.23
3473,-21.76,21.76
3474,-30.01,30.01
3475,-35.24,35.24
3476,-35.23,35.23
3477,-35.92,35.92
3478,-33.99,33.99
3479,-30.02,30.02
3480,-27.66,27.66
3481,-24.79,24.79
3482,-23.95,23.95
3483,-19.63,19.63
3484,-19.87,19.87
3485,-26.52,26.52
3486,-37.12,37.12
3487,-46.58,46.58
3488,-42.44,42.44
3489,-41.94,41.94
3490,-40.93,40.93
3491,-42.95,42.95
3492,-40.74,40.74
3493,-40.09,40.09
3494,-39.91,39.91
3495,-37.98,37.98
3496,-34.55,34.55
3497,-39.28,39.28
3498,-42.2,42.2
3499,-44.99,44.99
3500,-42.29,42.29
3501,-42.95,42.95
3502,-37.96,37.96
3503,-31.57,31.57
3504,-30.03,30.03
3505,-29.01,29.01
3506,-27.86,27.86
3507,-25.68,25.68
3508,-26.04,26.04
3509,-28.13,28.13
3510,-33.63,33.63
3511,-43.97,43.97
3512,-47.44,47.44
3513,-50.01,50.01
3514,-49.93,49.93
3515,-48.25,48.25
3516,-44.71,44.71
3517,-44,44
3518,-42.98,42.98
3519,-40.96,40.96
3520,-37.31,37.31
3521,-36.32,36.32
3522,-38.48,38.48
3523,-40.94,40.94
3524,-37.99,37.99
3525,-33.94,33.94
3526,-32.69,32.69
3527,-28.5,28.5
3528,-27.25,27.25
3529,-26.26,26.26
3530,-24.06,24.06
3531,-22.36,22.36
3532,-22.35,22.35
3533,-26.66,26.66
3534,-33.46,33.46
3535,-37.15,37.15
3536,-44.1,44.1
3537,-45.17,45.17
3538,-44.91,44.91
3539,-46.26,46.26
3540,-44.49,44.49
3541,-43.04,43.04
3542,-42.41,42.41
3543,-39.93,39.93
3544,-37.94,37.94
3545,-39.97,39.97
3546,-39.59,39.59
3547,-41.2,41.2
3548,-38.13,38.13
3549,-41.96,41.96
3550,-43.25,43.25
3551,-35.16,35.16
3552,-29.24,29.24
3553,-28.17,28.17
3554,-26.81,26.81
3555,-25,25
3556,-24.99,24.99
3557,-23.92,23.92
3558,-25.2,25.2
3559,-26.9,26.9
3560,-28.61,28.61
3561,-28.89,28.89
3562,-29.4,29.4
3563,-30.06,30.06
3564,-31.33,31.33
3565,-29.01,29.01
3566,-28.17,28.17
3567,-27.98,27.98
3568,-28.12,28.12
3569,-29.1,29.1
3570,-29.43,29.43
3571,-32.75,32.75
3572,-33.51,33.51
3573,-35.65,35.65
3574,-35.98,35.98
3575,-30.06,30.06
3576,-30.07,30.07
3577,-29.38,29.38
3578,-28.14,28.14
3579,-28.18,28.18
3580,-27.84,27.84
3581,-28.94,28.94
3582,-32.37,32.37
3583,-38.73,38.73
3584,-42.42,42.42
3585,-41.43,41.43
3586,-39.99,39.99
3587,-39.98,39.98
3588,-40.95,40.95
3589,-35.63,35.63
3590,-34.55,34.55
3591,-34.69,34.69
3592,-33.95,33.95
3593,-37.11,37.11
3594,-42.79,42.79
3595,-45.24,45.24
3596,-45.84,45.84
3597,-42.76,42.76
3598,-42.32,42.32
3599,-34.91,34.91
3600,-29.65,29.65
3601,-25.27,25.27
3602,-20.96,20.96
3603,-19.63,19.63
3604,-20.35,20.35
3605,-20.35,20.35
3606,-20.09,20.09
